案卷类型,案卷来源,市派单时间,案卷标题,问题详细描述,回复内容,问题分类,问题分类1,问题分类2,问题分类3,行业分类,行业名称(1),行业名称(2),行业名称(3),涉及问题(1),涉及问题(2),处理单位,企业名称,投诉/举报/投诉+举报/咨询建议
诉求,12315,2023-07-15 22:53:36,商家不退款“12315热线来电”,市民反映，自己在美团点外卖，订单号：800634931263574340，自己点了后第一时间退款，因为地址错误，而且还给商家打了电话，但电话没人接，后来发现没退款成功，显示已经致电客户沟通，市民称根本也没给自己致电，商家：海味源捞汁小海鲜，地址；丰台区马家堡西路28号院8号楼1层108，自己现在就投诉商家，来电反映商家不退款问题。注：请及时向来电人反馈办理情况,2023年7月16日9:00，马家堡市场所执法人员电话联系投诉人，告知该投诉已经受理。2023年7月17日，马家堡市场所执法人员前往被投诉地址检查，现场联系负责人，负责人表示将要和投诉人协调处理。2023年7月17日14:10，马家堡市场所执法人员电话联系投诉人，投诉人表示商家已经联系自己协调处理。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,餐饮服务类+餐馆、饭店、酒店、食堂等,餐饮服务类,餐馆、饭店、酒店、食堂等,,合同纠纷（消费）类,违反合同约定、不履行合同,马家堡所,北京一品厨香餐饮有限公司,投诉
诉求,12345,2022-12-21 17:19:55,协调退货,市民反映，自己12月6日通过叮当快药APP购买了消炎药，当时购买药的时候跟医生说自己是咽炎，医生就给自己开了四盒消炎药（头孢），并且不给自己退款，开出的消炎药是临期的，还有六个月过期，有效日期截止到2023年7月份，订单号：148880995849999，公司地址在丰台区富丰路2号-28栋22层11号，现在国家放开买药了，自己想把四盒药全部退回去，来电反映协调退货问题注：请及时向来电人反馈办理情况。,接到投诉后，北宫镇市场监督管理所执法人员立即与投诉人取得联系，告知其接到投诉单及开始进行调查事宜。2022年12月26日，执法人员对双方进行调解，商家补偿2张20元优惠券给投诉人，投诉人表示不退货且无异议。我所已于2022年12月26日10时04分电话回复投诉人，投诉人对处理结果无异议。本投诉已办结，特此报告。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+药品,商品类,药品,,药品类,药品过期,北宫镇所,叮当快药,投诉
诉求,12345,2023-01-17 14:31:08,购买与实际不符问题,市民反映，自己1月4号在瓜子二手车平台8万元成交了一辆二手车，到货后发现与实际车型不符，注册地为北京市朝阳区将台路14号5栋2层98201室，客服回复协调，但一直未果，来电希望有关部门帮助解决购买与实际不符问题。注:请及时向来电人反馈办理情况,,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+汽车、二手车及配件,商品类,汽车、二手车及配件,,合同纠纷（消费）类,合同欺诈,花乡所,,
诉求,12345,2022-05-15 13:54:48,商品质量问题,市民反映，自己在淘宝买的物品存在质量问题，快递包装破损，发货地址：丰台区石榴庄街道一城美域(北京)电子商务有限公司，订单号：市民不清楚，市民想退换货，希望帮助协商，来电反映商品质量问题。注：请及时向来电人反馈办理情况。,"丰台区市场监督管理局石榴庄所执法人员于2022年5月19日电话联系投诉人，告知投诉人，此投诉已受理。市民反映，自己在淘宝买的物品存在质量问题，快递包装破损，发货地址：丰台区石榴庄街道一城美域(北京)电子商务有限公司，订单号：市民不清楚，市民想退换货，希望帮助协商，来电反映商品质量问题。丰台区市场监督管理局石榴庄所执法人员于2022年5月19日电话联系被诉人，当事人出示了营业执照，检查未发现问题。2022年5月20日10:57执法人员电话回复投诉人，告知其检查结果，经调解，商家已退货，双方已和解。投诉人表示满意已解决。 




",市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+日用百货,商品类,日用百货,,其他市场管理类,售后服务,石榴庄所,一城美域（北京）电子商务有限公司,投诉
诉求,12345,2022-10-18 19:38:02,协调退费问题,市民反映，北京时代吉祥货架有限公司买了一个网片挂架，花费35元，注册地址：丰台区花乡街道郭公庄中街20号院3号楼12层1209-127，买回来发现是三无产品，订单号：329637174910771，和商家协商退费商家没有回应，来电反映协调退费问题。注：请及时向来电人反馈办理情况。,针对来电人反映问题，丰台区市场局花乡市场所执法人员联系被诉方，协调解决此事，被诉方与投诉人协商一致，2022年10月21日10时00分，丰台市场监管局花乡所执法人员电话联系投诉人，告知处理结果，投诉人表示知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+日用百货,商品类,日用百货,,产品质量类,销售三无产品,花乡所,北京时代吉祥货架有限公司,投诉
诉求,12315,2023-05-15 11:03:48,协调退费问题“12315热线来电”,市民反映，自己给家人买了一个智能电视，自己家人要看电视，自己听说奇异果TV是有电视节目，之后自己在今天中午注册了奇异果办理一个年会员，自己打开发现没有看电视的功能，浏览的过程中自己看了其中一个节目不超过一分钟就退出来了，自己本来就是不想要这个会员的，自己要一个合理的退费，如果不能退费的话希望给一个合理的理由，绑定的手机号：13906486804，自己在5月9日收到01062526540的回电称该app的上级公司叫银河互联网电视有限公司，注册地址：丰台区南四环西路188号18区7号楼8层，市民反映协调退费问题。注：请及时向来电人反馈办理情况。,针对来电人反映的问题，丰台区市场监督管理局科技园区所执法人员于2023-05-1513:54联系来电人13906486804，告知我局已受理。经调解，被诉方同意为来电人退费251.65元，双方和解。我所执法人员于2023-05-1810:40致电来电人13906486804，来电人已知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商务服务类+互联网+互联网服务,商务服务类,互联网,互联网服务,预付费卡消费,预付费卡退费,科技园区所,银河互联网电视有限公司,投诉
诉求,12345,2023-08-14 12:14:27,协调退费问题,1、购买渠道：北京悦达国旅专营店（淘宝）2、是否进行过消费纠纷调解：3、平台或企业注册地址：丰台区果园6号楼10层11164、消费内容：购买旅游服务5、订单号：1942314966764517616、其具体诉求内容：在淘宝上买的旅游社服务，承诺可以去故宫的，但是现在没有预约上，结果安排去北海公园，订单下的是三环酒店，但是实际订的五环外，市民认为欺诈消费者，要求退费，销售人员电话是15801219346，来电反映协调退费问题注：请及时向反映人反馈办理情况,针对反映问题，大红门市场所执法人员于2023年8月15日联系投诉人，核实其关于协调退费诉求，告知受理。经大红门市场所执法人员调解，被诉方与投诉人未能协商一致，消费调解终止。执法人员已于2023年8月15日投诉人电话核实情况，投诉人已悉知。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,居民服务类+旅游服务类,居民服务类,旅游服务类,,合同纠纷（消费）类,违反合同约定、不履行合同,大红门所,北京悦达国际旅行社有限公司,投诉
诉求,12345,2023-05-23 16:39:29,协调正常用券,市民反映，最近在抖音缴费购买了肯德基套餐券，可市民到丰台区和义东里肯德基预备用券时被告知无法使用，市民认为不合理，来电希望有关部门尽快处理协调正常用券问题。注：请及时向来电人反馈办理情况。,针对来电人反映的问题，和义市场所执法人员于2023.5.2417:10点联系来电人，核实工单内容并告知已受理。来电人称问题已解决，无其他诉求，并表示已知悉。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,餐饮服务类+餐馆、饭店、酒店、食堂等,餐饮服务类,餐馆、饭店、酒店、食堂等,,预付费卡消费,预付卡有效期内不提供服务,和义所,北京肯德基有限公司和义东里餐厅,投诉
诉求,12315,2023-03-22 19:28:49,协调退费,市民反映，自己淘特买了一款手机，手机有问题，自己便申请退款，但是商家一直拒收，说不是原机，市民表示商家地址为：北京市丰台区木樨园黄金珠宝城3楼3003，来电反映协调退费问题。注：请及时向来电人反馈办理情况。,针对反映问题，大红门市场所执法人员于2023年03月23日13:57分联系消费者，核实其诉求，执法人员于2023年03月23日13:57分调解，目前被诉方与投诉人尚未协商一致，投诉人需进一步提供证据。执法人员已于2023年03月23日13:57分告知投诉人处理情况，投诉人已悉知。,市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+手机及配件等通讯器材,商品类,手机及配件等通讯器材,,产品质量类,掺杂、掺假，以假充真、以次充好,大红门所,木樨园黄金珠宝城3楼3003,投诉
诉求,12315,2022-02-27 12:43:47,协调发送原版钥匙扣或者退货“12315热线来电”,市民反映，2月20日在淘宝奥林匹克官方旗舰店花68元（+15元运费）购买了冰墩墩钥匙扣，订单号：1493238505854830683，目前还没有收到货，评价中有人提到货不对版，与之前宣传的不一样，但是商品详情页未修改，名称：北京资和信百货商场有限公司，地址：北京市丰台区西四环南路1号，希望相关部门处理。来电反映协调发送原版钥匙扣或者退货。注：请及时向市民反馈办理情况。,"针对来电人反映问题，丰台市场监管局看丹市场所执法人员2022年3月4日投诉人联系告知我所已受理，执法人员2022年3月4日现场调解，等待被投诉人进一步提供证据材料，提出解决方案。并于 2022 年3月 4日告知投诉人，投诉人已知悉，表示认可。
",市场管理+网络交易+网上商城,市场管理,网络交易,网上商城,商品类+日用百货,商品类,日用百货,,合同纠纷（消费）类,违反合同约定、不履行合同,看丹所,北京资和信百货商场有限公司,投诉
